order_id,product_id,quantity,unit_price,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status_x,order_total,payment_method,delivery_partner_id,store_id,product_name_x,category_x,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,delivery_time_minutes_x,distance_km_x,delivery_status_y,order_hour,order_dayofweek,is_weekend,customer_total_orders,customer_total_spend,customer_avg_order_value,customer_total_quantity,last_order_date,customer_recency_days,is_repeat_customer,product_name_y,category_y,total_units_sold,product_total_revenue,product_revenue_share,delivery_time_minutes_y,distance_km_y,delayed_flag
4455336265,753354,3,423.56,43431724,2023-08-30 19:37:06,2023-08-30 19:47:06,2023-08-30 19:45:06,On Time,2362.33,UPI,64046,3784,shampoo,personal care,sant-mahajan,423.56,651.63,35.0,365,20,52,-2.0,0.76,On Time,19,2,0,2,4608.03,2304.015,5,2023-10-29 13:27:38,372,1,shampoo,personal care,27,25453.47,0.002311995344666743,-2.0,0.76,0
3539286337,684939,1,727.95,77559557,2023-04-25 20:32:24,2023-04-25 20:44:24,2023-04-25 20:39:24,On Time,1463.8,Wallet,94899,2463,lotion,personal care,"sibal, bhatnagar and rajan",727.95,1119.92,35.0,365,22,50,-5.0,3.68,On Time,20,1,0,2,5400.48,2700.24,3,2023-06-08 14:26:52,515,1,lotion,personal care,34,39187.8,0.003559515113960155,-5.0,3.68,0
9171116867,500739,3,359.98,87107263,2023-10-22 11:15:33,2023-10-22 11:25:33,2023-10-22 11:37:33,Slightly Delayed,822.63,Card,73907,6899,bread,dairy & breakfast,aggarwal group,359.98,449.98,20.0,7,18,81,12.0,2.23,Slightly Delayed,11,6,1,2,869.25,434.625,5,2024-06-01 12:17:08,156,1,bread,dairy & breakfast,28,38755.23,0.00352022381787194,12.0,2.23,0
5504941865,540618,1,317.05,76512976,2024-01-28 02:39:11,2024-01-28 02:55:11,2024-01-28 03:06:11,Slightly Delayed,2287.68,Wallet,56077,9809,popcorn,snacks & munchies,golla-luthra,317.05,487.77,35.0,90,28,87,11.0,4.45,Slightly Delayed,2,6,1,2,2790.73,1395.365,2,2024-03-31 07:48:47,218,1,popcorn,snacks & munchies,37,40160.25,0.003647844912330325,11.0,4.45,0
5868326481,53833,3,134.69,37556526,2024-03-15 21:07:07,2024-03-15 21:24:07,2024-03-15 21:21:07,On Time,1962.35,Wallet,94140,3106,rice,grocery & staples,tella-master,134.69,158.46,15.0,365,26,89,-3.0,2.8,On Time,21,4,0,4,8836.16,2209.04,9,2024-04-12 06:07:28,206,1,rice,grocery & staples,36,38233.04,0.0034727921376714985,-3.0,2.8,0
2137046916,455755,2,44.09,12059049,2024-02-03 08:50:32,2024-02-03 09:03:32,2024-02-03 09:01:32,On Time,3373.96,UPI,12377,1007,detergent,household care,mangal-sathe,44.09,58.79,25.0,365,23,53,-2.0,1.78,On Time,8,5,1,4,11045.67,2761.4175,9,2024-07-22 11:23:06,105,1,detergent,household care,37,40913.86,0.0037162969863184414,-2.0,1.78,0
8195544338,131937,1,287.81,26199489,2023-04-26 04:03:57,2023-04-26 04:20:57,2023-04-26 04:28:57,Slightly Delayed,845.71,Wallet,102,3809,frozen pizza,instant & frozen food,"varkey, devi and ganguly",287.81,479.68,40.0,180,18,68,8.0,1.16,Slightly Delayed,4,2,0,2,1723.6,861.8,2,2023-06-16 08:24:00,507,1,frozen pizza,instant & frozen food,54,46151.6,0.004192052570785894,8.0,1.16,0
2889700050,798639,1,211.25,84848018,2024-04-30 16:22:26,2024-04-30 16:33:26,2024-04-30 16:36:26,On Time,2706.54,Wallet,45032,78,eggs,dairy & breakfast,subramaniam llc,211.25,264.06,20.0,7,12,78,3.0,3.07,On Time,16,1,0,3,5396.36,1798.7866666666666,4,2024-04-30 16:22:26,188,1,eggs,dairy & breakfast,33,35598.63,0.003233502812642592,3.0,3.07,0
65827885,324809,3,608.0,47577193,2023-07-27 00:13:05,2023-07-27 00:25:05,2023-07-27 00:20:05,On Time,1132.98,Cash,1108,3817,bread,dairy & breakfast,sidhu plc,608.0,760.0,20.0,7,26,76,-5.0,1.65,On Time,0,3,0,3,6003.39,2001.13,6,2024-08-28 16:56:29,68,1,bread,dairy & breakfast,50,36011.13,0.003270971105950932,-5.0,1.65,0
4656471694,679284,1,877.89,60728956,2023-12-09 08:08:08,2023-12-09 08:27:08,2023-12-09 08:35:08,Slightly Delayed,1525.5,Cash,62782,5739,cough syrup,pharmacy,pant llc,877.89,1097.36,20.0,365,28,95,8.0,3.7,Slightly Delayed,8,5,1,1,1525.5,1525.5,1,2023-12-09 08:08:08,331,0,cough syrup,pharmacy,42,47106.22,0.0042787628305628825,8.0,3.7,0
6625178717,952168,3,236.95,62068277,2023-07-01 04:24:22,2023-07-01 04:40:22,2023-07-01 04:53:22,Slightly Delayed,5718.09,Card,74906,2130,popcorn,snacks & munchies,"krishnamurthy, sibal and das",236.95,364.54,35.0,90,28,79,13.0,4.22,Slightly Delayed,4,5,1,3,7448.25,2482.75,7,2024-04-18 17:58:30,200,1,popcorn,snacks & munchies,36,38955.54,0.00353841842110247,13.0,4.22,0
7169557514,706112,2,478.79,84824280,2023-03-21 05:27:13,2023-03-21 05:38:13,2023-03-21 05:50:13,Slightly Delayed,2970.9,Card,79516,9535,vitamins,pharmacy,"magar, gara and garg",478.79,598.49,20.0,365,12,77,12.0,3.28,Slightly Delayed,5,1,0,6,12278.92,2046.4866666666667,10,2024-07-30 05:38:00,97,1,vitamins,pharmacy,23,22543.760000000002,0.002047699907764416,12.0,3.28,0
2268306684,812607,2,416.65,66742602,2024-05-28 14:59:08,2024-05-28 15:11:08,2024-05-28 15:10:08,On Time,2991.57,Wallet,65733,6847,potatoes,fruits & vegetables,rege group,416.65,555.53,25.0,3,11,63,-1.0,1.82,On Time,14,1,0,4,10317.86,2579.465,9,2024-05-28 14:59:08,160,1,potatoes,fruits & vegetables,41,48351.04,0.004391832602383701,-1.0,1.82,0
6905293278,799952,1,922.64,97259564,2024-06-16 10:23:23,2024-06-16 10:36:23,2024-06-16 11:02:23,Significantly Delayed,1404.68,Cash,53868,4187,cheese,dairy & breakfast,padmanabhan-virk,922.64,1153.3,20.0,7,13,66,26.0,0.58,Significantly Delayed,10,6,1,2,3300.74,1650.37,2,2024-06-16 10:23:23,141,1,cheese,dairy & breakfast,35,39403.69,0.0035791248832749123,26.0,0.58,0
1769493463,709916,3,33.76,3292927,2024-06-26 07:13:47,2024-06-26 07:29:47,2024-06-26 07:24:47,On Time,2541.32,Wallet,22954,7071,detergent,household care,varkey llc,33.76,45.01,25.0,365,30,88,-5.0,1.21,On Time,7,2,0,3,5999.26,1999.7533333333333,9,2024-10-15 03:02:28,20,1,detergent,household care,34,36452.3,0.003311043559184485,-5.0,1.21,0
5003387344,67197,3,552.2,26592009,2024-06-23 10:53:47,2024-06-23 11:05:47,2024-06-23 11:00:47,On Time,2475.69,Wallet,21004,7477,butter,dairy & breakfast,shetty-bora,552.2,690.25,20.0,7,20,79,-5.0,4.52,On Time,10,6,1,1,2475.69,2475.69,3,2024-06-23 10:53:47,134,0,butter,dairy & breakfast,37,47260.88,0.004292810942667289,-5.0,4.52,0
2064484752,937542,3,97.04,89995124,2024-05-07 22:42:49,2024-05-07 23:00:49,2024-05-07 22:55:49,On Time,1949.92,Wallet,43022,1116,wheat flour,grocery & staples,khurana and sons,97.04,114.16,15.0,365,28,93,-5.0,2.29,On Time,22,1,0,2,3944.3500000000004,1972.1750000000002,4,2024-05-07 22:42:49,180,1,wheat flour,grocery & staples,43,41198.87,0.003742185079108284,-5.0,2.29,0
964822979,455755,2,44.09,88520326,2024-07-13 10:38:00,2024-07-13 10:49:00,2024-07-13 10:47:00,On Time,5804.23,Wallet,42914,7603,detergent,household care,mangal-sathe,44.09,58.79,25.0,365,23,53,-2.0,1.09,On Time,10,5,1,3,11380.73,3793.5766666666664,7,2024-07-13 10:38:00,114,1,detergent,household care,37,40913.86,0.0037162969863184414,-2.0,1.09,0
6037899648,669378,1,212.14,22738465,2024-03-27 17:44:43,2024-03-27 18:00:43,2024-03-27 18:04:43,On Time,1231.03,Cash,59131,914,potatoes,fruits & vegetables,chadha and sons,212.14,282.85,25.0,3,23,70,4.0,4.56,On Time,17,2,0,3,4049.8500000000004,1349.95,3,2024-08-26 21:19:15,69,1,potatoes,fruits & vegetables,41,46902.659999999996,0.004260273022597195,4.0,4.56,0
9347571484,112390,2,877.98,29562072,2024-11-02 17:15:15,2024-11-02 17:26:15,2024-11-02 17:39:15,Slightly Delayed,3138.06,Card,88612,9615,toothpaste,personal care,"kibe, contractor and randhawa",877.98,1350.74,35.0,365,23,85,13.0,3.29,Slightly Delayed,17,5,1,4,8997.82,2249.455,8,2024-11-02 17:15:15,2,1,toothpaste,personal care,50,50156.91,0.004555863794715172,13.0,3.29,0
3286177534,891833,1,493.19,10225164,2023-06-24 23:52:15,2023-06-25 00:09:15,2023-06-25 00:07:15,On Time,3612.26,Wallet,90038,6046,curd,dairy & breakfast,mani plc,493.19,616.49,20.0,7,11,69,-2.0,3.07,On Time,23,5,1,2,4228.71,2114.355,4,2024-06-17 12:19:04,140,1,curd,dairy & breakfast,38,43337.1,0.003936405270140263,-2.0,3.07,0
9073572548,60619,1,726.41,97111069,2023-05-02 23:13:42,2023-05-02 23:25:42,2023-05-02 23:47:42,Significantly Delayed,1091.89,Card,28575,6542,iced tea,cold drinks & juices,bhasin llc,726.41,1037.73,30.0,180,10,97,22.0,4.77,Significantly Delayed,23,1,0,4,7476.77,1869.1925,9,2024-03-21 03:58:41,228,1,iced tea,cold drinks & juices,51,48739.05,0.004427076414472353,22.0,4.77,0
8395583761,561860,3,874.78,1989720,2024-08-04 23:35:44,2024-08-04 23:53:44,2024-08-04 23:48:44,On Time,410.62,UPI,84816,5448,orange juice,cold drinks & juices,gupta ltd,874.78,1249.69,30.0,180,21,90,-5.0,3.53,On Time,23,6,1,2,3688.92,1844.46,4,2024-08-04 23:35:44,91,1,orange juice,cold drinks & juices,32,37380.54,0.0033953576648342626,-5.0,3.53,0
6355378227,993331,1,102.44,67092149,2023-08-11 16:52:36,2023-08-11 17:06:36,2023-08-11 17:05:36,On Time,5019.02,UPI,23910,810,pulses,grocery & staples,"parmer, gola and yogi",102.44,120.52,15.0,365,28,86,-1.0,3.91,On Time,16,4,0,5,17572.43,3514.486,9,2024-08-04 15:09:28,92,1,pulses,grocery & staples,23,29097.83,0.0026430206765483957,-1.0,3.91,0
277376321,94225,3,77.11,89784343,2024-07-28 04:25:12,2024-07-28 04:45:12,2024-07-28 04:44:12,On Time,3694.48,Wallet,78589,3357,toilet cleaner,household care,"gulati, ram and sarkar",77.11,102.81,25.0,365,13,70,-1.0,3.85,On Time,4,6,1,2,4857.52,2428.76,5,2024-07-28 04:25:12,99,1,toilet cleaner,household care,54,59128.56,0.00537077873692067,-1.0,3.85,0
8559748526,552496,1,508.0,45868300,2023-04-05 18:07:19,2023-04-05 18:27:19,2023-04-05 18:28:19,On Time,1152.09,Wallet,93002,2270,dish soap,household care,dhar plc,508.0,677.33,25.0,365,17,59,1.0,0.94,On Time,18,2,0,3,7800.889999999999,2600.2966666666666,5,2024-06-06 21:04:35,150,1,dish soap,household care,51,58768.96,0.005338115468378418,1.0,0.94,0
1458051433,57405,3,607.67,50760752,2024-04-26 09:14:56,2024-04-26 09:30:56,2024-04-26 09:26:56,On Time,1055.18,UPI,61040,7426,baby food,baby care,srinivas plc,607.67,868.1,30.0,365,21,64,-4.0,2.75,On Time,9,4,0,2,3769.99,1884.995,5,2024-06-16 19:05:12,141,1,baby food,baby care,26,24143.91,0.0021930450945216043,-4.0,2.75,0
5838302640,240179,3,90.56,96795047,2023-05-12 05:46:25,2023-05-12 06:02:25,2023-05-12 06:09:25,Slightly Delayed,3377.44,UPI,30907,4242,cough syrup,pharmacy,ram-suri,90.56,113.2,20.0,365,20,56,7.0,1.7,Slightly Delayed,5,4,0,3,9432.24,3144.08,7,2024-09-19 17:19:49,46,1,cough syrup,pharmacy,41,41177.13,0.003740210386510651,7.0,1.7,0
1380971977,602241,3,976.55,16561710,2024-06-02 13:04:55,2024-06-02 13:21:55,2024-06-02 13:16:55,On Time,3117.74,Cash,52614,6655,nuts,snacks & munchies,bahl-pau,976.55,1502.38,35.0,90,12,75,-5.0,4.09,On Time,13,6,1,4,9975.27,2493.8175,10,2024-06-02 13:04:55,155,1,nuts,snacks & munchies,38,39588.43,0.0035959052287434764,-5.0,4.09,0
1221099013,131937,1,287.81,35156679,2023-07-23 10:45:59,2023-07-23 11:01:59,2023-07-23 11:03:59,On Time,4335.11,Wallet,60689,8589,frozen pizza,instant & frozen food,"varkey, devi and ganguly",287.81,479.68,40.0,180,18,68,2.0,3.15,On Time,10,6,1,3,6666.26,2222.0866666666666,4,2024-06-13 19:44:54,144,1,frozen pizza,instant & frozen food,54,46151.6,0.004192052570785894,2.0,3.15,0
6771166303,677542,3,212.61,87718744,2023-07-24 04:21:07,2023-07-24 04:36:07,2023-07-24 04:48:07,Slightly Delayed,816.38,Wallet,98179,2820,toilet cleaner,household care,thaman-lanka,212.61,283.48,25.0,365,10,52,12.0,2.55,Slightly Delayed,4,0,0,3,8701.64,2900.5466666666666,7,2024-09-02 00:09:24,63,1,toilet cleaner,household care,32,28143.97,0.002556379449263321,12.0,2.55,0
7111337755,888807,3,230.58,10524732,2023-05-06 05:52:44,2023-05-06 06:07:44,2023-05-06 06:04:44,On Time,1550.71,Cash,84833,4083,bread,dairy & breakfast,arya group,230.58,288.23,20.0,7,13,91,-3.0,3.44,On Time,5,5,1,3,3492.09,1164.03,7,2023-07-26 19:47:28,467,1,bread,dairy & breakfast,31,34060.94,0.0030938310067339836,-3.0,3.44,0
5562922993,540618,1,317.05,62416456,2023-12-06 02:04:19,2023-12-06 02:14:19,2023-12-06 02:17:19,On Time,2292.64,Wallet,73904,418,popcorn,snacks & munchies,golla-luthra,317.05,487.77,35.0,90,28,87,3.0,1.64,On Time,2,2,0,3,7033.82,2344.6066666666666,5,2024-10-23 00:20:31,12,1,popcorn,snacks & munchies,37,40160.25,0.003647844912330325,3.0,1.64,0
5630957897,876139,2,415.75,69925688,2024-06-18 07:17:42,2024-06-18 07:32:42,2024-06-18 07:36:42,On Time,827.44,Wallet,14408,468,pulses,grocery & staples,cherian-dara,415.75,489.12,15.0,365,14,83,4.0,3.92,On Time,7,1,0,4,8882.31,2220.5775,8,2024-06-18 07:17:42,139,1,pulses,grocery & staples,52,47511.72,0.004315595298287808,4.0,3.92,0
1787380558,444361,3,822.63,5140660,2023-11-08 17:24:58,2023-11-08 17:43:58,2023-11-08 17:45:58,On Time,2066.77,Cash,95835,862,pain reliever,pharmacy,"prakash, bawa and kale",822.63,1028.29,20.0,365,20,71,2.0,2.8,On Time,17,2,0,1,2066.77,2066.77,3,2023-11-08 17:24:58,362,0,pain reliever,pharmacy,50,37349.56,0.0033925436824665234,2.0,2.8,0
32613017,451812,1,530.85,82594354,2023-03-17 00:20:41,2023-03-17 00:36:41,2023-03-17 00:36:41,On Time,2354.28,Card,77303,3364,pain reliever,pharmacy,"batra, sant and mandal",530.85,663.56,20.0,365,29,63,0.0,4.0,On Time,0,4,0,4,11301.69,2825.4225,7,2024-08-06 19:17:03,90,1,pain reliever,pharmacy,50,64400.840000000004,0.005849671666481142,0.0,4.0,0
2039041670,287070,1,443.17,88324928,2024-11-01 09:45:47,2024-11-01 10:05:47,2024-11-01 10:20:47,Slightly Delayed,96.33,Wallet,31963,1003,wheat flour,grocery & staples,"gala, magar and rajagopal",443.17,521.38,15.0,365,20,93,15.0,2.12,Slightly Delayed,9,4,0,5,12463.84,2492.768,8,2024-11-01 09:45:47,3,1,wheat flour,grocery & staples,36,45431.2,0.004126617035029948,15.0,2.12,0
210693801,432617,3,863.18,71235336,2024-08-21 03:59:25,2024-08-21 04:10:25,2024-08-21 04:12:25,On Time,3561.22,UPI,14789,4184,baby wipes,baby care,dora-pillai,863.18,1233.11,30.0,365,17,97,2.0,2.5,On Time,3,2,0,1,3561.22,3561.22,3,2024-08-21 03:59:25,75,0,baby wipes,baby care,48,62743.14,0.005699099085106026,2.0,2.5,0
8120002258,131937,1,287.81,57833505,2024-01-01 00:05:08,2024-01-01 00:15:08,2024-01-01 00:11:08,On Time,1213.05,Card,61526,6830,frozen pizza,instant & frozen food,"varkey, devi and ganguly",287.81,479.68,40.0,180,18,68,-4.0,2.43,On Time,0,0,0,5,9241.06,1848.212,11,2024-01-03 20:29:01,306,1,frozen pizza,instant & frozen food,54,46151.6,0.004192052570785894,-4.0,2.43,0
2177917034,144124,2,162.67,12402437,2024-02-08 20:03:51,2024-02-08 20:16:51,2024-02-08 20:25:51,Slightly Delayed,3134.8,Card,75636,4829,detergent,household care,lalla-srinivasan,162.67,216.89,25.0,365,11,82,9.0,0.73,Slightly Delayed,20,3,0,2,7044.07,3522.035,5,2024-03-14 00:46:30,235,1,detergent,household care,44,48561.17,0.0044109191780755345,9.0,0.73,0
4254814926,324809,1,608.0,59890331,2024-04-21 06:14:58,2024-04-21 06:34:58,2024-04-21 06:33:58,On Time,3818.33,Wallet,1761,7830,bread,dairy & breakfast,sidhu plc,608.0,760.0,20.0,7,26,76,-1.0,1.74,On Time,6,6,1,3,13128.75,4376.25,3,2024-09-06 22:22:22,58,1,bread,dairy & breakfast,50,36011.13,0.003270971105950932,-1.0,1.74,0
6074172790,888807,2,230.58,14944819,2023-07-26 02:15:37,2023-07-26 02:26:37,2023-07-26 02:30:37,On Time,2008.84,Wallet,3481,4057,bread,dairy & breakfast,arya group,230.58,288.23,20.0,7,13,91,4.0,2.48,On Time,2,2,0,2,4427.8099999999995,2213.9049999999997,5,2023-12-23 17:06:45,317,1,bread,dairy & breakfast,31,34060.94,0.0030938310067339836,4.0,2.48,0
3381573131,684939,1,727.95,67386193,2024-07-16 00:33:21,2024-07-16 00:47:21,2024-07-16 00:42:21,On Time,114.52,Cash,50582,7456,lotion,personal care,"sibal, bhatnagar and rajan",727.95,1119.92,35.0,365,22,50,-5.0,4.91,On Time,0,1,0,5,6392.8099999999995,1278.562,10,2024-09-07 07:00:44,58,1,lotion,personal care,34,39187.8,0.003559515113960155,-5.0,4.91,0
3773745777,734789,1,395.82,67701771,2024-05-02 14:40:25,2024-05-02 14:58:25,2024-05-02 14:58:25,On Time,1488.19,Card,97135,8100,popcorn,snacks & munchies,"chaudhari, pant and singh",395.82,608.95,35.0,90,22,66,0.0,3.31,On Time,14,3,0,1,1488.19,1488.19,1,2024-05-02 14:40:25,186,0,popcorn,snacks & munchies,33,41810.85,0.003797772584899406,0.0,3.31,0
9251939156,876139,3,415.75,89910157,2023-12-30 12:39:53,2023-12-30 12:51:53,2023-12-30 12:58:53,Slightly Delayed,891.6,Cash,57095,7206,pulses,grocery & staples,cherian-dara,415.75,489.12,15.0,365,14,83,7.0,2.35,Slightly Delayed,12,5,1,5,12115.11,2423.022,9,2024-07-19 01:16:09,108,1,pulses,grocery & staples,52,47511.72,0.004315595298287808,7.0,2.35,0
3872982303,56589,2,517.77,15484407,2024-02-03 01:04:33,2024-02-03 01:24:33,2024-02-03 01:25:33,On Time,1779.45,Wallet,60234,7886,vitamins,pharmacy,"pai, kashyap and ramachandran",517.77,647.21,20.0,365,16,85,1.0,2.6,On Time,1,5,1,3,3426.3900000000003,1142.13,6,2024-10-21 01:03:46,14,1,vitamins,pharmacy,43,50182.12,0.004558153675137726,1.0,2.6,0
2625987757,890232,1,432.0,10769994,2023-08-01 07:42:43,2023-08-01 07:54:43,2023-08-01 07:56:43,On Time,169.88,UPI,51273,4569,mango drink,cold drinks & juices,jha group,432.0,617.14,30.0,180,20,91,2.0,4.7,On Time,7,1,0,2,1105.69,552.845,4,2023-12-09 04:14:59,331,1,mango drink,cold drinks & juices,33,34733.29,0.0031549020540209225,2.0,4.7,0
3162249401,432617,1,863.18,85519349,2024-05-03 13:21:58,2024-05-03 13:31:58,2024-05-03 13:31:58,On Time,4406.98,Cash,47552,2221,baby wipes,baby care,dora-pillai,863.18,1233.11,30.0,365,17,97,0.0,1.72,On Time,13,4,0,4,13501.18,3375.295,7,2024-10-10 06:40:31,25,1,baby wipes,baby care,48,62743.14,0.005699099085106026,0.0,1.72,0
3108986741,687218,3,317.82,49241309,2023-10-17 19:29:19,2023-10-17 19:43:19,2023-10-17 19:44:19,On Time,2401.92,Wallet,60867,6530,mango drink,cold drinks & juices,"sankaran, pall and gola",317.82,454.03,30.0,180,22,58,1.0,2.09,On Time,19,1,0,2,3826.61,1913.305,4,2024-03-03 22:15:37,245,1,mango drink,cold drinks & juices,31,23524.010000000002,0.002136738197498962,1.0,2.09,0
1851474741,970529,3,827.44,23348269,2023-11-01 13:29:17,2023-11-01 13:42:17,2023-11-01 13:51:17,Slightly Delayed,3742.79,Card,12879,8735,diapers,baby care,"kurian, patla and sanghvi",827.44,1182.06,30.0,365,19,84,9.0,4.09,Slightly Delayed,13,2,0,5,12192.71,2438.542,7,2024-06-06 21:29:44,150,1,diapers,baby care,45,50480.81,0.004585284352782011,9.0,4.09,0
2425099132,604184,2,397.55,85016568,2023-08-15 01:15:08,2023-08-15 01:30:08,2023-08-15 01:34:08,On Time,2498.22,Wallet,44245,4794,toilet cleaner,household care,"gaba, sodhi and choudhary",397.55,530.07,25.0,365,24,84,4.0,1.07,On Time,1,1,0,1,2498.22,2498.22,2,2023-08-15 01:15:08,447,0,toilet cleaner,household care,62,53621.97,0.0048706029084388,4.0,1.07,0
6706793332,615545,2,448.16,6247821,2024-10-09 21:50:33,2024-10-09 22:04:33,2024-10-09 22:16:33,Slightly Delayed,949.75,UPI,76503,8271,soap,personal care,barman inc,448.16,689.48,35.0,365,20,67,12.0,2.99,Slightly Delayed,21,2,0,3,6206.78,2068.9266666666667,6,2024-10-09 21:50:33,25,1,soap,personal care,38,43155.87,0.003919943745785669,12.0,2.99,0
2149289255,567671,3,418.48,57579640,2024-11-01 15:00:29,2024-11-01 15:20:29,2024-11-01 15:39:29,Significantly Delayed,2687.31,Cash,25251,7315,biscuits,snacks & munchies,nagar llc,418.48,643.82,35.0,90,12,90,19.0,2.56,Significantly Delayed,15,4,0,1,2687.31,2687.31,3,2024-11-01 15:00:29,3,0,biscuits,snacks & munchies,31,41012.99,0.003725301184901849,19.0,2.56,0
1971008155,222892,1,869.22,2457734,2023-10-23 22:23:41,2023-10-23 22:43:41,2023-10-23 22:39:41,On Time,1866.01,Cash,30330,5472,tomatoes,fruits & vegetables,ramakrishnan-ghose,869.22,1158.96,25.0,3,28,88,-4.0,0.86,On Time,22,0,0,4,6744.32,1686.08,7,2024-10-30 05:28:47,5,1,tomatoes,fruits & vegetables,39,39955.28,0.0036292270309256935,-4.0,0.86,0
2087093460,34186,2,925.65,59329145,2024-07-11 11:31:57,2024-07-11 11:42:57,2024-07-11 11:41:57,On Time,4198.33,Card,27478,2176,mangoes,fruits & vegetables,mandal-kar,925.65,1234.2,25.0,3,27,74,-1.0,0.77,On Time,11,3,0,4,14225.1,3556.275,6,2024-07-11 11:31:57,116,1,mangoes,fruits & vegetables,61,77830.82,0.007069546647729965,-1.0,0.77,0
